product_id,baseline_price,cost,avg_rating_last_30d,recent_complaints,competitor_avg_price,trend
4539,249.05,110.0,4.85,3,unknown,rising?
4540,177.31,143.0,3.78,2,160–190,stable
4541,129.47,75.0,3.59,13,109–140,negative
4542,178.18,143.0,3.87,5,160–190,stable
4543,129.0,75.0,3.74,9,109–140,negative
4544,249.04,110.0,4.61,0,unknown,rising?
4545,158.06,95.0,3.28,16,130–180,negative?
4546,127.02,75.0,3.53,10,109–140,negative
4547,177.09,143.0,4.13,4,160–190,stable
4548,159.43,95.0,2.95,15,130–180,negative?
4549,50.73,27.0,4.27,0,44–52,stable
4550,91.84,40.0,4.37,0,65–100,unclear
4551,130.41,75.0,3.76,10,109–140,negative
4552,89.22,40.0,4.37,0,65–100,unclear
4553,129.44,75.0,3.62,9,109–140,negative
4554,51.69,27.0,4.26,5,44–52,stable
4555,180.19,143.0,4.21,6,160–190,stable
4556,49.47,27.0,4.2,3,44–52,stable
4557,177.14,143.0,4.24,5,160–190,stable
4558,178.05,143.0,4.08,3,160–190,stable
4559,89.81,40.0,4.46,0,65–100,unclear
4560,129.41,75.0,3.63,10,109–140,negative
4561,49.11,27.0,4.44,1,44–52,stable
4562,88.95,40.0,4.34,3,65–100,unclear
4563,90.54,40.0,4.19,2,65–100,unclear
4564,161.82,95.0,3.0,15,130–180,negative?
4565,251.45,110.0,4.99,3,unknown,rising?
4566,127.96,75.0,4.04,11,109–140,negative
4567,88.55,40.0,3.93,2,65–100,unclear
4568,89.38,40.0,4.31,1,65–100,unclear
4569,91.29,40.0,4.02,0,65–100,unclear
4570,161.15,95.0,3.07,16,130–180,negative?
4571,90.37,40.0,3.99,2,65–100,unclear
4572,248.35,110.0,4.59,2,unknown,rising?
4573,89.44,40.0,4.39,0,65–100,unclear
4574,51.42,27.0,4.68,1,44–52,stable
4575,128.14,75.0,3.97,12,109–140,negative
4576,48.27,27.0,4.28,1,44–52,stable
4577,250.23,110.0,4.8,0,unknown,rising?
4578,178.49,143.0,4.01,4,160–190,stable
4579,158.44,95.0,3.0,16,130–180,negative?
4580,128.18,75.0,4.02,12,109–140,negative
4581,179.2,143.0,3.9,5,160–190,stable
4582,250.12,110.0,4.77,0,unknown,rising?
4583,179.26,143.0,3.9,7,160–190,stable
4584,248.33,110.0,4.59,3,unknown,rising?
4585,250.53,110.0,4.8,3,unknown,rising?
4586,49.06,27.0,4.18,2,44–52,stable
4587,127.98,75.0,3.96,14,109–140,negative
4588,178.37,143.0,4.24,6,160–190,stable
4589,129.92,75.0,3.57,13,109–140,negative
4590,129.43,75.0,4.08,13,109–140,negative
4591,89.78,40.0,4.26,0,65–100,unclear
4592,250.44,110.0,4.63,2,unknown,rising?
4593,159.14,95.0,2.92,15,130–180,negative?
4594,158.36,95.0,3.04,14,130–180,negative?
4595,178.56,143.0,3.8,7,160–190,stable
4596,179.3,143.0,4.1,2,160–190,stable
4597,48.47,27.0,4.56,3,44–52,stable
4598,159.99,95.0,3.34,17,130–180,negative?
4599,159.07,95.0,2.93,19,130–180,negative?
4600,178.94,143.0,4.03,4,160–190,stable
4601,250.72,110.0,4.93,0,unknown,rising?
4602,248.04,110.0,4.83,0,unknown,rising?
4603,129.44,75.0,4.02,13,109–140,negative
4604,179.91,143.0,4.3,3,160–190,stable
4605,180.46,143.0,4.11,3,160–190,stable
4606,128.34,75.0,3.53,14,109–140,negative
4607,128.75,75.0,3.81,11,109–140,negative
4608,160.26,95.0,2.89,15,130–180,negative?
4609,128.75,75.0,3.95,13,109–140,negative
4610,160.24,95.0,3.1,16,130–180,negative?
4611,91.61,40.0,4.43,4,65–100,unclear
4612,248.64,110.0,4.51,0,unknown,rising?
4613,250.3,110.0,4.44,0,unknown,rising?
4614,49.59,27.0,4.58,1,44–52,stable
4615,90.77,40.0,4.38,1,65–100,unclear
4616,250.54,110.0,4.51,2,unknown,rising?
4617,158.25,95.0,3.28,16,130–180,negative?
4618,249.71,110.0,4.85,2,unknown,rising?
4619,91.14,40.0,4.28,1,65–100,unclear
4620,251.23,110.0,4.57,2,unknown,rising?
4621,179.04,143.0,4.26,6,160–190,stable
4622,88.45,40.0,4.32,1,65–100,unclear
4623,248.78,110.0,4.75,2,unknown,rising?
4624,161.6,95.0,3.15,16,130–180,negative?
4625,129.6,75.0,3.72,12,109–140,negative
4626,250.36,110.0,5.0,1,unknown,rising?
4627,249.65,110.0,4.68,1,unknown,rising?
4628,128.88,75.0,3.97,13,109–140,negative
4629,129.32,75.0,3.77,10,109–140,negative
4630,129.92,75.0,3.79,10,109–140,negative
4631,161.68,95.0,3.36,17,130–180,negative?
4632,249.32,110.0,4.96,3,unknown,rising?
4633,50.82,27.0,4.12,3,44–52,stable
4634,158.61,95.0,3.09,19,130–180,negative?
4635,158.22,95.0,3.28,18,130–180,negative?
4636,249.42,110.0,4.84,3,unknown,rising?
4637,248.18,110.0,4.89,0,unknown,rising?
4638,129.64,75.0,3.63,11,109–140,negative
4639,49.97,27.0,4.64,4,44–52,stable
4640,160.86,95.0,3.07,19,130–180,negative?
4641,90.54,40.0,4.31,3,65–100,unclear
4642,50.92,27.0,4.59,1,44–52,stable
4643,248.22,110.0,4.87,3,unknown,rising?
4644,88.41,40.0,3.97,4,65–100,unclear
4645,129.05,75.0,3.89,13,109–140,negative
4646,91.42,40.0,4.28,3,65–100,unclear
4647,48.48,27.0,4.65,3,44–52,stable
4648,50.08,27.0,4.62,1,44–52,stable
4649,129.42,75.0,3.51,9,109–140,negative
4650,179.04,143.0,4.12,6,160–190,stable
4651,160.47,95.0,3.05,14,130–180,negative?
4652,127.54,75.0,3.58,9,109–140,negative
4653,159.02,95.0,3.27,18,130–180,negative?
4654,130.93,75.0,4.0,9,109–140,negative
4655,178.67,143.0,3.91,6,160–190,stable
4656,48.6,27.0,4.22,3,44–52,stable
4657,160.72,95.0,3.24,18,130–180,negative?
4658,49.49,27.0,4.12,1,44–52,stable
4659,51.85,27.0,4.67,2,44–52,stable
4660,51.97,27.0,4.41,0,44–52,stable
4661,128.23,75.0,3.55,10,109–140,negative
4662,159.15,95.0,2.84,19,130–180,negative?
4663,48.24,27.0,4.51,5,44–52,stable
4664,128.53,75.0,4.06,12,109–140,negative
4665,180.54,143.0,4.04,4,160–190,stable
4666,179.93,143.0,3.76,2,160–190,stable
4667,248.54,110.0,4.75,0,unknown,rising?
4668,180.71,143.0,4.02,6,160–190,stable
4669,180.57,143.0,4.06,4,160–190,stable
4670,48.8,27.0,4.46,5,44–52,stable
4671,161.71,95.0,2.97,16,130–180,negative?
4672,90.48,40.0,4.39,2,65–100,unclear
4673,250.1,110.0,4.9,2,unknown,rising?
4674,89.93,40.0,4.25,2,65–100,unclear
4675,50.98,27.0,4.54,2,44–52,stable
4676,180.51,143.0,4.29,7,160–190,stable
4677,48.67,27.0,4.14,2,44–52,stable
4678,159.56,95.0,3.16,18,130–180,negative?
4679,248.73,110.0,4.54,3,unknown,rising?
4680,91.16,40.0,4.16,3,65–100,unclear
4681,129.84,75.0,3.62,12,109–140,negative
4682,158.7,95.0,2.98,18,130–180,negative?
4683,250.1,110.0,4.47,0,unknown,rising?
4684,51.24,27.0,4.34,2,44–52,stable
4685,250.47,110.0,4.45,0,unknown,rising?
4686,160.51,95.0,3.11,15,130–180,negative?
4687,178.24,143.0,4.16,7,160–190,stable
4688,249.63,110.0,4.56,2,unknown,rising?
4689,178.53,143.0,4.18,5,160–190,stable
4690,129.21,75.0,3.84,11,109–140,negative
4691,129.65,75.0,3.71,9,109–140,negative
4692,180.5,143.0,3.93,6,160–190,stable
4693,88.44,40.0,4.22,4,65–100,unclear
4694,127.08,75.0,3.89,11,109–140,negative
4695,128.35,75.0,4.08,13,109–140,negative
4696,250.58,110.0,4.84,0,unknown,rising?
4697,178.22,143.0,3.95,2,160–190,stable
4698,179.91,143.0,3.84,7,160–190,stable
4699,48.84,27.0,4.58,2,44–52,stable
4700,50.38,27.0,4.46,3,44–52,stable
4701,180.28,143.0,3.72,3,160–190,stable
4702,248.97,110.0,4.73,2,unknown,rising?
4703,160.31,95.0,2.96,18,130–180,negative?
4704,250.94,110.0,4.68,0,unknown,rising?
4705,159.26,95.0,3.37,14,130–180,negative?
4706,51.84,27.0,4.2,1,44–52,stable
4707,90.76,40.0,4.34,1,65–100,unclear
4708,159.79,95.0,3.34,16,130–180,negative?
4709,50.9,27.0,4.47,4,44–52,stable
4710,158.89,95.0,3.31,17,130–180,negative?
4711,130.82,75.0,3.6,11,109–140,negative
4712,49.05,27.0,4.21,1,44–52,stable
4713,178.88,143.0,4.12,2,160–190,stable
4714,89.5,40.0,3.99,2,65–100,unclear
4715,91.68,40.0,4.47,0,65–100,unclear
4716,249.5,110.0,4.46,3,unknown,rising?
4717,158.76,95.0,3.26,18,130–180,negative?
4718,91.98,40.0,4.32,1,65–100,unclear
4719,250.44,110.0,4.61,2,unknown,rising?
4720,128.43,75.0,4.02,11,109–140,negative
4721,89.29,40.0,4.03,0,65–100,unclear
4722,128.41,75.0,3.64,14,109–140,negative
4723,89.04,40.0,4.1,2,65–100,unclear
4724,88.28,40.0,4.27,0,65–100,unclear
4725,129.6,75.0,4.0,13,109–140,negative
4726,90.0,40.0,4.24,3,65–100,unclear
4727,50.2,27.0,4.12,3,44–52,stable
4728,91.63,40.0,4.38,2,65–100,unclear
4729,88.6,40.0,4.39,0,65–100,unclear
4730,161.01,95.0,3.36,15,130–180,negative?
4731,180.85,143.0,4.07,3,160–190,stable
4732,250.84,110.0,4.88,2,unknown,rising?
4733,248.44,110.0,4.87,1,unknown,rising?
4734,180.09,143.0,3.8,2,160–190,stable
4735,160.88,95.0,2.81,19,130–180,negative?
4736,89.22,40.0,4.02,0,65–100,unclear
4737,89.23,40.0,4.0,4,65–100,unclear
4738,160.92,95.0,2.81,16,130–180,negative?
4739,129.42,75.0,3.61,12,109–140,negative
4740,51.6,27.0,4.13,5,44–52,stable
4741,90.58,40.0,4.17,0,65–100,unclear
4742,129.72,75.0,4.08,11,109–140,negative
4743,180.5,143.0,4.12,4,160–190,stable
4744,49.22,27.0,4.18,1,44–52,stable
4745,127.73,75.0,3.94,12,109–140,negative
4746,130.62,75.0,4.09,13,109–140,negative
4747,91.68,40.0,4.48,4,65–100,unclear
4748,179.19,143.0,4.2,4,160–190,stable
4749,49.92,27.0,4.13,1,44–52,stable
4750,161.09,95.0,3.05,18,130–180,negative?
4751,159.3,95.0,3.32,18,130–180,negative?
4752,251.75,110.0,4.71,0,unknown,rising?
4753,248.91,110.0,4.48,3,unknown,rising?
4754,158.61,95.0,2.9,15,130–180,negative?
4755,91.64,40.0,4.31,0,65–100,unclear
4756,161.25,95.0,3.18,17,130–180,negative?
4757,90.5,40.0,4.21,0,65–100,unclear
4758,130.0,75.0,3.59,10,109–140,negative
4759,48.71,27.0,4.56,0,44–52,stable
4760,49.44,27.0,4.18,1,44–52,stable
4761,248.23,110.0,4.58,0,unknown,rising?
4762,129.51,75.0,3.74,13,109–140,negative
4763,178.37,143.0,4.28,3,160–190,stable
4764,248.7,110.0,4.77,3,unknown,rising?
4765,51.61,27.0,4.55,2,44–52,stable
4766,179.73,143.0,4.25,4,160–190,stable
4767,91.44,40.0,4.18,0,65–100,unclear
4768,130.63,75.0,3.82,9,109–140,negative
4769,48.08,27.0,4.69,2,44–52,stable
4770,177.54,143.0,3.81,3,160–190,stable
4771,177.39,143.0,4.28,5,160–190,stable
4772,178.62,143.0,3.83,5,160–190,stable
4773,179.14,143.0,3.97,5,160–190,stable
4774,48.23,27.0,4.48,2,44–52,stable
4775,129.09,75.0,3.7,11,109–140,negative
4776,177.61,143.0,4.24,7,160–190,stable
4777,130.07,75.0,3.73,10,109–140,negative
4778,177.0,143.0,3.72,6,160–190,stable
4779,130.66,75.0,3.98,9,109–140,negative
4780,160.64,95.0,2.91,16,130–180,negative?
4781,91.71,40.0,3.91,3,65–100,unclear
4782,91.75,40.0,4.08,0,65–100,unclear
4783,49.66,27.0,4.22,1,44–52,stable
4784,178.1,143.0,3.81,2,160–190,stable
4785,127.35,75.0,3.65,14,109–140,negative
4786,128.15,75.0,4.09,12,109–140,negative
4787,178.76,143.0,3.92,2,160–190,stable
4788,128.98,75.0,3.62,9,109–140,negative
4789,51.84,27.0,4.33,1,44–52,stable
4790,178.5,143.0,3.95,3,160–190,stable
4791,161.15,95.0,3.32,14,130–180,negative?
4792,48.25,27.0,4.22,0,44–52,stable
4793,51.88,27.0,4.15,2,44–52,stable
4794,128.63,75.0,4.09,13,109–140,negative
4795,180.73,143.0,3.87,2,160–190,stable
4796,177.59,143.0,3.92,6,160–190,stable
4797,248.23,110.0,4.78,0,unknown,rising?
4798,179.12,143.0,4.1,2,160–190,stable
4799,90.02,40.0,4.37,0,65–100,unclear
4800,177.67,143.0,3.78,4,160–190,stable
4801,127.39,75.0,3.67,14,109–140,negative
4802,128.98,75.0,3.65,9,109–140,negative
4803,180.13,143.0,3.85,4,160–190,stable
4804,160.56,95.0,3.12,19,130–180,negative?
4805,51.75,27.0,4.39,0,44–52,stable
4806,51.3,27.0,4.5,0,44–52,stable
4807,49.6,27.0,4.69,2,44–52,stable
4808,161.25,95.0,3.13,16,130–180,negative?
4809,51.77,27.0,4.15,1,44–52,stable
4810,161.22,95.0,3.0,17,130–180,negative?
4811,158.12,95.0,3.16,14,130–180,negative?
4812,91.31,40.0,4.29,0,65–100,unclear
4813,251.49,110.0,4.56,2,unknown,rising?
4814,127.18,75.0,3.67,9,109–140,negative
4815,128.61,75.0,3.56,9,109–140,negative
4816,88.76,40.0,4.44,2,65–100,unclear
4817,89.19,40.0,4.27,0,65–100,unclear
4818,251.69,110.0,4.87,3,unknown,rising?
4819,158.93,95.0,2.94,19,130–180,negative?
4820,180.09,143.0,4.17,6,160–190,stable
4821,50.37,27.0,4.7,3,44–52,stable
4822,89.81,40.0,4.02,3,65–100,unclear
4823,49.9,27.0,4.14,1,44–52,stable
4824,159.58,95.0,3.38,18,130–180,negative?
4825,88.79,40.0,4.41,1,65–100,unclear
4826,249.73,110.0,4.95,1,unknown,rising?
4827,127.99,75.0,3.69,13,109–140,negative
4828,249.36,110.0,4.96,2,unknown,rising?
4829,160.87,95.0,2.9,17,130–180,negative?
4830,91.0,40.0,4.12,0,65–100,unclear
4831,130.55,75.0,3.84,12,109–140,negative
4832,130.07,75.0,3.74,10,109–140,negative
4833,159.14,95.0,3.33,19,130–180,negative?
4834,88.52,40.0,4.32,1,65–100,unclear
4835,177.17,143.0,3.88,2,160–190,stable
4836,128.53,75.0,3.68,10,109–140,negative
4837,248.54,110.0,4.65,0,unknown,rising?
4838,159.03,95.0,3.02,15,130–180,negative?
4839,249.41,110.0,4.4,0,unknown,rising?
4840,249.21,110.0,4.74,0,unknown,rising?
4841,88.96,40.0,4.35,4,65–100,unclear
4842,129.11,75.0,3.66,12,109–140,negative
4843,90.22,40.0,3.98,1,65–100,unclear
4844,91.07,40.0,4.46,1,65–100,unclear
4845,91.82,40.0,4.42,3,65–100,unclear
4846,130.84,75.0,3.92,10,109–140,negative
4847,249.25,110.0,4.84,2,unknown,rising?
4848,50.17,27.0,4.65,3,44–52,stable
4849,130.13,75.0,3.64,9,109–140,negative
4850,88.88,40.0,4.47,3,65–100,unclear
4851,161.91,95.0,2.98,19,130–180,negative?
4852,160.96,95.0,3.36,19,130–180,negative?
4853,127.36,75.0,3.79,10,109–140,negative
4854,179.8,143.0,4.12,4,160–190,stable
4855,158.82,95.0,3.3,15,130–180,negative?
4856,160.11,95.0,3.27,18,130–180,negative?
4857,130.97,75.0,4.03,10,109–140,negative
4858,88.28,40.0,4.02,4,65–100,unclear
4859,51.81,27.0,4.1,2,44–52,stable
4860,127.91,75.0,3.55,12,109–140,negative
4861,50.32,27.0,4.67,4,44–52,stable
4862,161.7,95.0,3.18,15,130–180,negative?
4863,127.71,75.0,4.02,13,109–140,negative
4864,179.87,143.0,3.9,2,160–190,stable
4865,248.6,110.0,4.92,0,unknown,rising?
4866,178.16,143.0,4.22,6,160–190,stable
4867,49.58,27.0,4.53,0,44–52,stable
4868,130.88,75.0,3.93,11,109–140,negative
4869,49.33,27.0,4.33,2,44–52,stable
4870,91.98,40.0,4.0,4,65–100,unclear
4871,51.62,27.0,4.27,0,44–52,stable
4872,250.76,110.0,4.99,2,unknown,rising?
4873,51.19,27.0,4.16,4,44–52,stable
4874,248.75,110.0,4.86,0,unknown,rising?
4875,51.08,27.0,4.22,4,44–52,stable
4876,158.48,95.0,2.84,19,130–180,negative?
4877,48.42,27.0,4.58,4,44–52,stable
4878,161.53,95.0,3.13,15,130–180,negative?
4879,248.4,110.0,4.45,3,unknown,rising?
4880,50.95,27.0,4.67,5,44–52,stable
4881,90.26,40.0,4.22,0,65–100,unclear
4882,248.44,110.0,4.52,0,unknown,rising?
4883,90.13,40.0,4.42,0,65–100,unclear
4884,128.95,75.0,3.79,13,109–140,negative
4885,127.18,75.0,3.69,10,109–140,negative
4886,179.15,143.0,4.25,4,160–190,stable
4887,89.74,40.0,4.12,1,65–100,unclear
4888,160.75,95.0,2.89,19,130–180,negative?
4889,178.43,143.0,4.04,6,160–190,stable
4890,250.4,110.0,4.93,0,unknown,rising?
4891,248.07,110.0,4.76,1,unknown,rising?
4892,161.0,95.0,3.22,14,130–180,negative?
4893,178.7,143.0,3.9,3,160–190,stable
4894,90.52,40.0,4.21,4,65–100,unclear
4895,129.93,75.0,3.56,12,109–140,negative
4896,159.88,95.0,2.96,18,130–180,negative?
4897,89.22,40.0,4.17,3,65–100,unclear
4898,161.01,95.0,3.09,14,130–180,negative?
4899,48.57,27.0,4.57,1,44–52,stable
4900,90.96,40.0,4.39,4,65–100,unclear
4901,88.69,40.0,3.96,0,65–100,unclear
4902,50.28,27.0,4.18,0,44–52,stable
4903,248.35,110.0,4.75,0,unknown,rising?
4904,88.41,40.0,4.17,4,65–100,unclear
4905,248.22,110.0,4.64,0,unknown,rising?
4906,129.21,75.0,3.51,11,109–140,negative
4907,180.15,143.0,4.24,5,160–190,stable
4908,180.83,143.0,4.17,6,160–190,stable
4909,88.61,40.0,4.4,0,65–100,unclear
4910,50.86,27.0,4.4,0,44–52,stable
4911,249.12,110.0,4.75,0,unknown,rising?
4912,89.89,40.0,4.17,0,65–100,unclear
4913,158.14,95.0,2.96,16,130–180,negative?
4914,160.88,95.0,3.37,19,130–180,negative?
4915,128.96,75.0,3.9,11,109–140,negative
4916,177.85,143.0,3.74,6,160–190,stable
4917,51.53,27.0,4.62,0,44–52,stable
4918,129.73,75.0,3.62,14,109–140,negative
4919,49.31,27.0,4.35,3,44–52,stable
4920,179.25,143.0,3.83,6,160–190,stable
4921,177.89,143.0,3.93,7,160–190,stable
4922,89.34,40.0,4.06,3,65–100,unclear
4923,160.62,95.0,3.27,16,130–180,negative?
4924,48.85,27.0,4.22,1,44–52,stable
4925,249.8,110.0,4.75,3,unknown,rising?
4926,50.6,27.0,4.48,4,44–52,stable
4927,251.6,110.0,4.94,0,unknown,rising?
4928,177.8,143.0,4.0,5,160–190,stable
4929,158.94,95.0,2.83,18,130–180,negative?
4930,48.46,27.0,4.17,5,44–52,stable
4931,161.14,95.0,3.19,15,130–180,negative?
4932,178.92,143.0,4.18,4,160–190,stable
4933,130.33,75.0,4.09,13,109–140,negative
4934,127.37,75.0,3.8,14,109–140,negative
4935,129.94,75.0,4.02,12,109–140,negative
4936,129.53,75.0,3.67,14,109–140,negative
4937,251.7,110.0,4.89,0,unknown,rising?
4938,49.03,27.0,4.11,4,44–52,stable
4939,50.98,27.0,4.58,3,44–52,stable
4940,127.87,75.0,3.94,12,109–140,negative
4941,160.79,95.0,2.88,15,130–180,negative?
4942,89.67,40.0,4.0,0,65–100,unclear
4943,50.73,27.0,4.34,2,44–52,stable
4944,91.59,40.0,4.03,0,65–100,unclear
4945,177.85,143.0,3.74,6,160–190,stable
4946,51.57,27.0,4.25,0,44–52,stable
4947,179.78,143.0,3.98,7,160–190,stable
4948,159.68,95.0,3.33,19,130–180,negative?
4949,49.86,27.0,4.45,2,44–52,stable
4950,160.87,95.0,3.38,14,130–180,negative?
4951,248.04,110.0,4.98,1,unknown,rising?
4952,180.04,143.0,3.8,3,160–190,stable
4953,51.29,27.0,4.43,3,44–52,stable
4954,177.53,143.0,4.12,5,160–190,stable
4955,49.3,27.0,4.58,5,44–52,stable
4956,51.51,27.0,4.36,5,44–52,stable
4957,251.1,110.0,4.58,0,unknown,rising?
4958,159.59,95.0,3.09,18,130–180,negative?
4959,89.23,40.0,3.94,0,65–100,unclear
4960,130.95,75.0,3.57,11,109–140,negative
4961,51.58,27.0,4.69,3,44–52,stable
4962,50.45,27.0,4.69,1,44–52,stable
4963,161.02,95.0,3.06,17,130–180,negative?
4964,127.98,75.0,3.87,13,109–140,negative
4965,91.08,40.0,4.42,2,65–100,unclear
4966,129.69,75.0,4.0,13,109–140,negative
4967,50.89,27.0,4.17,0,44–52,stable
4968,159.58,95.0,3.02,16,130–180,negative?
4969,88.39,40.0,4.02,1,65–100,unclear
4970,180.79,143.0,4.25,2,160–190,stable
4971,248.36,110.0,4.9,2,unknown,rising?
4972,91.27,40.0,4.33,1,65–100,unclear
4973,177.49,143.0,3.77,2,160–190,stable
4974,129.59,75.0,3.93,11,109–140,negative
4975,251.63,110.0,4.56,0,unknown,rising?
4976,161.05,95.0,3.39,19,130–180,negative?
4977,160.26,95.0,3.32,18,130–180,negative?
4978,158.35,95.0,3.11,18,130–180,negative?
4979,91.64,40.0,4.18,0,65–100,unclear
4980,129.7,75.0,3.52,14,109–140,negative
4981,91.61,40.0,4.38,3,65–100,unclear
4982,249.07,110.0,4.81,0,unknown,rising?
4983,91.31,40.0,4.28,0,65–100,unclear
4984,88.23,40.0,4.3,2,65–100,unclear
4985,251.02,110.0,4.55,0,unknown,rising?
4986,180.08,143.0,3.95,7,160–190,stable
4987,129.28,75.0,3.62,13,109–140,negative
4988,88.14,40.0,4.5,1,65–100,unclear
4989,129.13,75.0,3.6,10,109–140,negative
4990,129.85,75.0,3.78,12,109–140,negative
4991,51.25,27.0,4.53,4,44–52,stable
4992,48.58,27.0,4.19,3,44–52,stable
4993,51.03,27.0,4.16,0,44–52,stable
4994,161.37,95.0,2.95,17,130–180,negative?
4995,177.94,143.0,4.25,2,160–190,stable
4996,250.21,110.0,4.42,1,unknown,rising?
4997,89.81,40.0,4.05,2,65–100,unclear
4998,179.48,143.0,3.97,3,160–190,stable
4999,161.64,95.0,3.2,17,130–180,negative?
5000,89.14,40.0,4.17,0,65–100,unclear
5001,178.23,143.0,4.04,7,160–190,stable
5002,51.35,27.0,4.16,0,44–52,stable
5003,160.15,95.0,3.03,17,130–180,negative?
5004,251.54,110.0,4.8,1,unknown,rising?
5005,48.09,27.0,4.54,0,44–52,stable
5006,159.17,95.0,2.81,15,130–180,negative?
5007,127.73,75.0,4.07,12,109–140,negative
5008,158.62,95.0,2.99,17,130–180,negative?
5009,248.31,110.0,4.47,0,unknown,rising?
5010,249.43,110.0,4.88,0,unknown,rising?
5011,129.43,75.0,3.57,12,109–140,negative
5012,248.77,110.0,4.83,2,unknown,rising?
5013,91.92,40.0,4.1,0,65–100,unclear
5014,160.3,95.0,2.98,16,130–180,negative?
5015,161.93,95.0,3.2,16,130–180,negative?
5016,91.68,40.0,4.09,4,65–100,unclear
5017,250.76,110.0,4.64,0,unknown,rising?
5018,159.49,95.0,3.24,16,130–180,negative?
5019,49.49,27.0,4.28,0,44–52,stable
5020,127.62,75.0,3.52,14,109–140,negative
5021,158.69,95.0,3.09,17,130–180,negative?
5022,88.05,40.0,4.46,2,65–100,unclear
5023,49.84,27.0,4.44,3,44–52,stable
5024,161.77,95.0,3.35,14,130–180,negative?
5025,128.54,75.0,3.77,14,109–140,negative
5026,49.07,27.0,4.41,4,44–52,stable
5027,160.19,95.0,2.88,14,130–180,negative?
5028,127.2,75.0,3.53,14,109–140,negative
5029,177.38,143.0,4.0,2,160–190,stable
5030,91.53,40.0,4.39,0,65–100,unclear
5031,160.76,95.0,2.87,15,130–180,negative?
5032,161.6,95.0,3.31,14,130–180,negative?
5033,161.75,95.0,3.37,19,130–180,negative?
5034,158.31,95.0,3.13,14,130–180,negative?
5035,130.17,75.0,3.66,10,109–140,negative
5036,178.13,143.0,4.23,4,160–190,stable
5037,159.97,95.0,2.97,14,130–180,negative?
5038,130.0,75.0,3.77,14,109–140,negative
5039,128.73,75.0,3.92,12,109–140,negative
5040,178.0,143.0,4.01,7,160–190,stable
5041,127.12,75.0,4.07,10,109–140,negative
5042,177.93,143.0,4.26,5,160–190,stable
5043,180.14,143.0,4.21,3,160–190,stable
5044,177.32,143.0,3.83,5,160–190,stable
5045,160.29,95.0,3.12,17,130–180,negative?
5046,160.72,95.0,2.97,19,130–180,negative?
5047,251.64,110.0,4.61,3,unknown,rising?
5048,161.08,95.0,2.93,19,130–180,negative?
5049,160.57,95.0,2.85,15,130–180,negative?
5050,160.81,95.0,3.12,14,130–180,negative?
5051,91.08,40.0,3.95,2,65–100,unclear
5052,251.71,110.0,4.5,0,unknown,rising?
5053,90.17,40.0,4.41,0,65–100,unclear
5054,127.33,75.0,4.0,10,109–140,negative
5055,129.69,75.0,4.0,13,109–140,negative
5056,251.24,110.0,4.96,2,unknown,rising?
5057,88.24,40.0,4.04,0,65–100,unclear
5058,161.96,95.0,3.25,14,130–180,negative?
5059,160.68,95.0,3.39,17,130–180,negative?
5060,129.8,75.0,4.04,13,109–140,negative
5061,90.01,40.0,4.25,0,65–100,unclear
5062,90.91,40.0,4.02,0,65–100,unclear
5063,49.18,27.0,4.29,3,44–52,stable
5064,51.44,27.0,4.21,0,44–52,stable
5065,90.8,40.0,4.11,2,65–100,unclear
5066,250.45,110.0,4.56,0,unknown,rising?
5067,177.54,143.0,3.95,6,160–190,stable
5068,251.87,110.0,4.87,1,unknown,rising?
5069,128.02,75.0,3.71,10,109–140,negative
5070,49.06,27.0,4.58,3,44–52,stable
5071,161.03,95.0,3.17,19,130–180,negative?
5072,180.63,143.0,3.87,7,160–190,stable
5073,161.43,95.0,2.83,18,130–180,negative?
5074,158.5,95.0,2.84,14,130–180,negative?
5075,51.91,27.0,4.65,4,44–52,stable
5076,88.58,40.0,4.4,4,65–100,unclear
5077,178.92,143.0,3.73,2,160–190,stable
5078,128.5,75.0,3.52,11,109–140,negative
5079,51.75,27.0,4.32,0,44–52,stable
5080,161.18,95.0,2.82,16,130–180,negative?
5081,48.71,27.0,4.25,1,44–52,stable
5082,161.08,95.0,2.84,17,130–180,negative?
5083,127.7,75.0,3.86,10,109–140,negative
5084,90.65,40.0,4.44,4,65–100,unclear
5085,88.09,40.0,4.17,3,65–100,unclear
5086,50.91,27.0,4.35,1,44–52,stable
5087,51.1,27.0,4.38,1,44–52,stable
5088,50.86,27.0,4.51,1,44–52,stable
5089,128.59,75.0,3.63,11,109–140,negative
5090,91.74,40.0,4.11,4,65–100,unclear
5091,248.83,110.0,4.76,2,unknown,rising?
5092,179.26,143.0,3.82,4,160–190,stable
5093,51.97,27.0,4.13,0,44–52,stable
5094,88.71,40.0,4.49,0,65–100,unclear
5095,161.02,95.0,3.32,18,130–180,negative?
5096,127.26,75.0,3.9,11,109–140,negative
5097,128.68,75.0,3.77,13,109–140,negative
5098,51.57,27.0,4.25,1,44–52,stable
5099,48.04,27.0,4.28,2,44–52,stable
5100,161.71,95.0,2.87,19,130–180,negative?
5101,129.24,75.0,3.66,13,109–140,negative
5102,180.4,143.0,4.28,2,160–190,stable
5103,249.8,110.0,4.63,0,unknown,rising?
5104,180.92,143.0,3.72,5,160–190,stable
5105,161.58,95.0,3.34,15,130–180,negative?
5106,51.86,27.0,4.11,3,44–52,stable
5107,127.23,75.0,3.76,14,109–140,negative
