product_id,title,category,price,cost,attributes,description
3424,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32", Customer said: 'ok quality'.
3425,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3426,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3427,Slim Fti Tee,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3428,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3429,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น Customer said: 'ok quality'.
3430,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3431,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3432,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3433,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3434,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3435,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3436,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3437,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3438,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3439,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
3440,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3441,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3442,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3443,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
3444,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3445,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3446,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32", Customer said: 'ok quality'.
3447,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3448,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3449,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3450,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
3451,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3452,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3453,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3454,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3455,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3456,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues. Customer said: 'ok quality'.
3457,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3458,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3459,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3460,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3461,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3462,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32", Customer said: 'ok quality'.
3463,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
3464,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3465,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3466,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3467,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3468,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3469,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3470,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3471,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3472,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3473,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3474,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3475,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3476,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
3477,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3478,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3479,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3480,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3481,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3482,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3483,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues. Customer said: 'ok quality'.
3484,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
3485,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3486,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3487,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3488,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
3489,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3490,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3491,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3492,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3493,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3494,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3495,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3496,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3497,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3498,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3499,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3500,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3501,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32", Customer said: 'ok quality'.
3502,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3503,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น Customer said: 'ok quality'.
3504,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3505,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
3506,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3507,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
3508,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3509,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น Customer said: 'ok quality'.
3510,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3511,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3512,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?). Customer said: 'ok quality'.
3513,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3514,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
3515,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3516,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
3517,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3518,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3519,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3520,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3521,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3522,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3523,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32", Customer said: 'ok quality'.
3524,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3525,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
3526,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood. Customer said: 'ok quality'.
3527,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues. Customer said: 'ok quality'.
3528,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3529,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
3530,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3531,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3532,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3533,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3534,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3535,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3536,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues. Customer said: 'ok quality'.
3537,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3538,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3539,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3540,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3541,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3542,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3543,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3544,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
3545,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3546,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
3547,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
3548,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3549,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3550,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3551,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3552,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3553,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3554,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3555,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3556,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3557,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3558,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3559,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
3560,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3561,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3562,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
3563,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3564,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3565,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3566,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3567,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3568,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3569,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3570,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
3571,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3572,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3573,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood. Customer said: 'ok quality'.
3574,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3575,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3576,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3577,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3578,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3579,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3580,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
3581,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น Customer said: 'ok quality'.
3582,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3583,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3584,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3585,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3586,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3587,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3588,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3589,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3590,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3591,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate? Customer said: 'ok quality'.
3592,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3593,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3594,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3595,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate? Customer said: 'ok quality'.
3596,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3597,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3598,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3599,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn. Customer said: 'ok quality'.
3600,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3601,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3602,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3603,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3604,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3605,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น Customer said: 'ok quality'.
3606,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
3607,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101? Customer said: 'ok quality'.
3608,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3609,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3610,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues. Customer said: 'ok quality'.
3611,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3612,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3613,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3614,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3615,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3616,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood. Customer said: 'ok quality'.
3617,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3618,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3619,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3620,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3621,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3622,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3623,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3624,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood. Customer said: 'ok quality'.
3625,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
3626,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3627,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3628,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues. Customer said: 'ok quality'.
3629,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3630,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3631,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3632,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3633,Slim Fti Tee,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3634,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3635,Slim Fti Tee,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3636,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3637,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3638,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3639,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3640,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
3641,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3642,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3643,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3644,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
3645,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32", Customer said: 'ok quality'.
3646,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3647,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
3648,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3649,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3650,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues. Customer said: 'ok quality'.
3651,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32", Customer said: 'ok quality'.
3652,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101? Customer said: 'ok quality'.
3653,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3654,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3655,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3656,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101? Customer said: 'ok quality'.
3657,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3658,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3659,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3660,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3661,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3662,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
3663,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3664,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3665,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3666,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3667,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3668,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3669,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3670,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
3671,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
3672,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3673,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3674,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3675,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3676,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
3677,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3678,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3679,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
3680,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
3681,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
3682,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
3683,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
3684,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
